"ST15Q01";"ST19Q01";"misced";"fisced";"CLCUSE1";"ESCS";"FAMSTRUC";"BELONG";"STUDREL";"ATTLNACT";"ANXMAT";"FAILMAT";"INSTMOT";"INTMAT";"SMATBEH";"MATHEFF";"MATINTFC";"SCMAT";"SUBNORM";"PV1MATH"
0;0;0,5;0,500000000000001;0,25;0,460431654676259;0;0,433392539964476;0,440227703984819;0,364985939441501;0,546747967479674;0,697144644416352;0,419023136246786;0,437346437346437;0,170233507486557;0,518272425249169;0,733023349167057;0,531531531531531;0,435324457386819;1
0;0;0,5;0,333333333333334;0,25;0,464748201438849;0,5;0,547069271758437;0,586337760910815;0,849388529200183;0,386178861788617;0,5107320188185;0,604113110539845;0,660933660933661;0,394327580691839;0,752491694352159;0,428681340737272;0,689189189189189;0,518255740779586;1
0,333333333333333;0;0,833333333333334;0,333333333333334;0,5;0,707913669064748;0,5;0,467140319715808;0,351043643263757;0,754932095132212;0,595528455284552;0,5107320188185;0,604113110539845;0,353808353808354;0;0,679401993355481;1;0,31981981981982;0,395222289401923;1
0;0;1;1;0,749999999999999;0,707913669064748;0,5;0,467140319715808;0,27134724857685;0,531118522878382;0,441056910569105;0,5107320188185;0,604113110539845;0,511056511056511;0,493518758282432;0,867109634551494;0,733023349167057;0,873873873873872;0,435324457386819;1
0;0;1;1;0,5;0,765467625899282;0,5;0,728241563055063;0,586337760910815;0,318270006321801;0,595528455284552;0,541553177902597;0,491002570694087;0,57985257985258;0,449528567729356;0,867109634551494;0,428681340737272;0,801801801801801;0,561208247473564;1
0;0;1;0,833333333333334;0;0,736690647482015;0,5;0,401420959147425;0,586337760910815;0,531118522878382;0,386178861788617;0,574277038562288;0;0,275184275184275;0,315014241976512;0,568106312292359;0,5721549474811;0,373873873873874;0,317596831311773;1
0,333333333333333;0;0,666666666666667;1;0,749999999999999;0,717985611510792;0,5;0,373001776198934;0,586337760910815;0,754932095132212;0,441056910569105;0,45155278693652;0,604113110539845;0,511056511056511;0,315014241976512;0,543189368770764;0,5721549474811;0,425675675675675;0,476339720888911;1
0;0;0,833333333333334;0,833333333333334;0,25;0,682014388489209;0,5;0,589698046181172;0,586337760910815;0,754932095132212;0,386178861788617;0,321465340857259;0,604113110539845;0,73955773955774;0,449528567729356;0,752491694352159;0,267511875292702;1;0,605332971385561;1
0;0;0,833333333333334;0,833333333333334;0,25;0,733812949640288;0,5;0,547069271758437;0,499051233396584;1;0,49390243902439;0,574277038562288;0,303341902313625;0,275184275184275;0;0,752491694352159;0;0,128378378378378;0,518255740779586;1
1;0;0,666666666666667;0,333333333333334;0,749999999999999;0,456115107913669;0,5;0,66785079928952;0,586337760910815;0,531118522878382;0,386178861788617;0,541553177902597;0,604113110539845;0,511056511056511;0,256431737521134;0,619601328903654;0,349300863049442;0,637387387387387;0,435324457386819;1
0,333333333333333;0;0,833333333333334;0,833333333333334;0,749999999999999;0,715107913669065;0,5;0,547069271758437;0,311195445920304;0,849388529200183;0,441056910569105;0,609972241408521;0,604113110539845;0,125307125307126;0,423877777947022;0,712624584717608;0,353214691911421;0,373873873873874;0,518255740779586;1
1;1;0,333333333333333;0,500000000000001;0,749999999999999;0,513669064748202;0;0,373001776198934;0,440227703984819;0,531118522878382;0,49390243902439;0,574277038562288;0,604113110539845;0,437346437346437;0,170233507486557;0,619601328903654;1;0,373873873873874;0,476339720888911;1
0;0;1;0,333333333333334;0,25;0,657553956834533;0,5;0,170515097690942;0,227703984819733;0,754932095132212;0,642276422764227;0,697144644416352;0,359897172236504;0,203931203931204;0,170233507486557;0,619601328903654;0,428681340737272;0,531531531531531;0,317596831311773;1
0;0;0,833333333333334;0,500000000000001;0,5;0,735251798561151;0,5;0,401420959147425;0,586337760910815;0,849388529200183;0,386178861788617;0,421800268463373;1;0,57985257985258;0,394327580691839;0,647840531561461;1;0,637387387387387;0,435324457386819;1
0,333333333333333;0;1;1;0,5;0,801438848920864;0,5;0,433392539964476;0,499051233396584;0,849388529200183;0,546747967479674;0,5107320188185;0,419023136246786;0,275184275184275;0,256431737521134;0,619601328903654;0,125543587341942;0,477477477477477;0,476339720888911;1
0,333333333333333;0;0,5;1;0,5;0,768345323741008;0,5;0,433392539964476;0,675521821631878;1;0,441056910569105;0,5107320188185;0,419023136246786;0,353808353808354;0,256431737521134;0,647840531561461;0,5721549474811;0,531531531531531;0,561208247473564;1
0,333333333333333;0;0,666666666666667;0,666666666666668;0,5;0,693525179856115;0,5;0,85968028419183;1;1;0;0,390913948366413;1;0,808353808353808;0,256431737521134;0,752491694352159;0,733023349167057;0,988738738738738;0,696790592648348;1
0;0;0,5;0,500000000000001;0,5;0,601438848920864;0,5;0,785079928952042;0,586337760910815;0,849388529200183;0,333333333333333;0,574277038562288;0,876606683804627;0,660933660933661;0,256431737521134;0,800664451827242;0,267511875292702;0,689189189189189;0,476339720888911;1
0;0;0,5;0,500000000000001;0,5;0,637410071942446;0,5;0,433392539964476;0,499051233396584;0,531118522878382;0,386178861788617;0,45155278693652;0,796915167095115;0,57985257985258;0,315014241976512;0,800664451827242;0,428681340737272;0,637387387387387;0,476339720888911;1
0;1;1;0,500000000000001;0,5;0,795683453237411;0;0,506216696269982;0,675521821631878;0,531118522878382;0,441056910569105;0,650111425331995;0,419023136246786;0,125307125307126;0,394327580691839;0,800664451827242;1;0,689189189189189;0,435324457386819;1
1;0;1;1;0,5;0,781294964028778;0,5;0,401420959147425;0,586337760910815;0,531118522878382;0,441056910569105;0,5107320188185;0,604113110539845;0,353808353808354;0,332972841236233;0,593023255813953;0,5721549474811;0,637387387387387;0,518255740779586;1
0;0;1;0,500000000000001;0,5;0,766906474820145;0,5;0,280639431616341;0,586337760910815;0,425566237220151;0,546747967479674;0,609972241408521;0,491002570694087;0,203931203931204;0,256431737521134;0,518272425249169;0;0,31981981981982;0,395222289401923;1
0,333333333333333;0;0,5;0,833333333333334;0,5;0,713669064748202;0,5;0,547069271758437;0,499051233396584;1;0,278455284552845;0,5107320188185;0,491002570694087;0,437346437346437;0,394327580691839;0,800664451827242;1;0,689189189189189;0,518255740779586;1
0;0;1;1;0,5;0,823021582733812;0,5;0,632326820603908;0,586337760910815;1;0,441056910569105;0,45155278693652;0,419023136246786;0,437346437346437;0,359065360771351;0,568106312292359;0,451595637920653;0,373873873873874;0,476339720888911;1
0;0;1;1;0,5;0,915107913669065;0,5;0,678507992895204;0,675521821631878;0,849388529200183;0,642276422764227;0,421800268463373;0,604113110539845;0,660933660933661;0,256431737521134;0,593023255813953;0,428681340737272;0,477477477477477;0,605332971385561;1
1;0;0,5;0,833333333333334;0,25;0,775539568345325;0,5;0,467140319715808;0,499051233396584;0,754932095132212;0,441056910569105;0,480966468142781;0,604113110539845;0,353808353808354;0,256431737521134;0,543189368770764;0,733023349167057;0,425675675675675;0,518255740779586;1
0,333333333333333;0;0,5;0,500000000000001;0,5;0,651798561151079;0,5;0,346358792184724;0,675521821631878;0,754932095132212;0,217479674796747;0,421800268463373;1;1;0,423877777947022;0,647840531561461;1;0,801801801801801;0,605332971385561;1
1;0;0,666666666666667;1;0,5;0,752517985611511;0,5;0,728241563055063;0,804554079696394;1;0,217479674796747;0,390913948366413;0,796915167095115;0,353808353808354;0;0,752491694352159;0,733023349167057;0,583333333333333;0,561208247473564;1
1;0,666666666666667;0,833333333333334;0,500000000000001;0,5;0,548201438848921;0;0,506216696269982;0,586337760910815;0,754932095132212;0,642276422764227;0,480966468142781;0,359897172236504;0,437346437346437;0,256431737521134;0,568106312292359;0,267511875292702;0,425675675675675;0,435324457386819;1
0,333333333333333;0;1;0,833333333333334;0,5;0,687769784172662;0,5;0,401420959147425;0,499051233396584;0,531118522878382;0,386178861788617;0,5107320188185;0,604113110539845;0,57985257985258;0,170233507486557;0,593023255813953;1;0,583333333333333;0,561208247473564;1
0;0,666666666666667;0,5;0,500000000000001;0,5;0,585611510791367;0,5;0,589698046181172;0,743833017077799;1;0,278455284552845;0,421800268463373;0,876606683804627;0,660933660933661;0,423877777947022;0,800664451827242;0,428681340737272;0,801801801801801;0,650531199486692;1
0;0;0,833333333333334;0,833333333333334;0,25;0,725179856115108;0,5;0,589698046181172;0,675521821631878;0,849388529200183;0,386178861788617;0,390913948366413;0,491002570694087;0,275184275184275;0,256431737521134;0,752491694352159;0,428681340737272;0,743243243243242;0,395222289401923;1
0,333333333333333;0;0,5;0,500000000000001;0,5;0,733812949640288;0,5;0,728241563055063;0,876660341555976;1;0,140243902439024;0,421800268463373;1;0,73955773955774;0,394327580691839;0,867109634551494;1;0,801801801801801;0,650531199486692;1
0;0;1;1;0,5;0,758273381294964;0,5;1;1;1;0,217479674796747;0,541553177902597;1;0,808353808353808;0,359065360771351;0,800664451827242;1;0,743243243243242;0,605332971385561;1
0,333333333333333;0;1;0,500000000000001;0,5;0,732374100719425;0,5;0,373001776198934;0,743833017077799;1;0,441056910569105;0,5107320188185;0,796915167095115;0,353808353808354;0,315014241976512;0,679401993355481;0,267511875292702;0,477477477477477;0,869846871413941;1
0;0;1;1;0,749999999999999;0,804316546762591;0,5;0,373001776198934;0,586337760910815;0,754932095132212;0,689024390243902;0,5107320188185;0,604113110539845;0,353808353808354;0,256431737521134;0,867109634551494;0,5721549474811;0,31981981981982;0,518255740779586;1
0;0,333333333333334;1;1;0,5;0,581294964028777;0,5;0,506216696269982;0,586337760910815;0,754932095132212;0,333333333333333;0,609972241408521;0,876606683804627;0,660933660933661;0,549938310155215;0,752491694352159;0,428681340737272;0,637387387387387;0,605332971385561;1
1;0;0,666666666666667;1;0,25;0,789928057553958;0,5;1;0,804554079696394;1;0;0,226721228154771;1;1;0,359065360771351;1;0,733023349167057;0,873873873873872;0,745271028959935;1
0;0;1;0,666666666666668;0,5;0,755395683453238;0,5;0,467140319715808;0,586337760910815;1;0,386178861788617;0,45155278693652;0,796915167095115;0,660933660933661;0,359065360771351;0,647840531561461;0,428681340737272;0,531531531531531;0,518255740779586;1
0;0;0,666666666666667;0,666666666666668;0,25;0,650359712230216;0;0,678507992895204;0,743833017077799;1;0,333333333333333;0,226721228154771;0,719794344473007;0,437346437346437;0,394327580691839;0,593023255813953;0,5721549474811;0,689189189189189;0,696790592648348;1
0;0;0,5;1;0,5;0,778417266187051;0,5;0,632326820603908;0,876660341555976;0,531118522878382;0,386178861788617;0,421800268463373;0,604113110539845;0,125307125307126;0,256431737521134;0,752491694352159;0,428681340737272;0,477477477477477;0,650531199486692;1
0;0;1;0,833333333333334;0,5;0,761151079136692;0,5;0,467140319715808;0,743833017077799;0,849388529200183;0,441056910569105;0,3579164114527;0,719794344473007;0,511056511056511;0,315014241976512;0,647840531561461;0,428681340737272;0,531531531531531;0,650531199486692;1
0;0;0,833333333333334;0,666666666666668;0,5;0,669064748201439;0,5;0,785079928952042;0,876660341555976;1;0,217479674796747;0,480966468142781;1;1;0,170233507486557;0,867109634551494;0,5721549474811;0,801801801801801;0,869846871413941;1
0,333333333333333;0;1;0,833333333333334;0,5;0,745323741007195;0,5;0,433392539964476;0,586337760910815;0,531118522878382;0,386178861788617;0,3579164114527;0,604113110539845;0,660933660933661;0,315014241976512;0,712624584717608;1;0,637387387387387;0,561208247473564;1
0,333333333333333;0;0,666666666666667;0,833333333333334;0,5;0,758273381294964;0,5;0,547069271758437;0,586337760910815;0,754932095132212;0,278455284552845;0,390913948366413;0,604113110539845;0,511056511056511;0,315014241976512;0,679401993355481;0,5721549474811;0,689189189189189;0,435324457386819;1
0,333333333333333;0;0,5;0,500000000000001;0,5;0,650359712230216;0,5;0,85968028419183;0,804554079696394;1;0,140243902439024;0,5107320188185;1;0,808353808353808;0,493518758282432;1;1;1;0,696790592648348;1
0,333333333333333;0;0,833333333333334;0,666666666666668;0,5;0,663309352517986;0;0,433392539964476;0,586337760910815;0,531118522878382;0,546747967479674;0,45155278693652;0,604113110539845;0,353808353808354;0,394327580691839;0,800664451827242;0,733023349167057;0,425675675675675;0,561208247473564;1
0,333333333333333;0;0,833333333333334;1;0,5;0,785611510791368;0,5;0,506216696269982;0,804554079696394;0,754932095132212;0;0,541553177902597;0,796915167095115;0,882063882063883;0,472498514874106;0,712624584717608;0,428681340737272;1;0,650531199486692;1
0;0;1;1;0,5;0,801438848920864;0,5;0,506216696269982;0,675521821631878;0,754932095132212;0,49390243902439;0,390913948366413;0;0;0,170233507486557;1;0;0,583333333333333;0,561208247473564;1
0;0;1;1;0,5;0,820143884892086;0,5;0,589698046181172;0,675521821631878;0,531118522878382;0;0,3579164114527;0,876606683804627;0,660933660933661;0,513168116251084;1;0,5721549474811;0,873873873873872;0,605332971385561;1
0;0;0,5;0,500000000000001;0,5;0,620143884892087;0,5;0,467140319715808;0,876660341555976;0,754932095132212;0,333333333333333;0,321465340857259;0,419023136246786;0,125307125307126;0,394327580691839;0,593023255813953;0,428681340737272;0,477477477477477;0,476339720888911;1
0;0,666666666666667;0,833333333333334;0,666666666666668;0,5;0,61294964028777;0;0,506216696269982;0,586337760910815;0,531118522878382;0,386178861788617;0,5107320188185;0,796915167095115;0,275184275184275;0,394327580691839;0,647840531561461;0,428681340737272;0,637387387387387;0,476339720888911;1
0;0;1;0,833333333333334;0,5;0,824460431654676;0,5;0,632326820603908;0,804554079696394;1;0,140243902439024;0,226721228154771;0,719794344473007;0,660933660933661;0,423877777947022;0,800664451827242;0,428681340737272;0,689189189189189;0,561208247473564;1
0;0;1;0,833333333333334;0,5;0,739568345323741;0,5;0,467140319715808;0,586337760910815;1;0,333333333333333;0,45155278693652;0,604113110539845;0,660933660933661;0,423877777947022;0,712624584717608;1;0,689189189189189;0,696790592648348;1
0;0;0,5;1;0,5;0,785611510791368;0,5;0,632326820603908;0,675521821631878;1;0,278455284552845;0,226721228154771;0,876606683804627;0,57985257985258;0,359065360771351;0,800664451827242;0,5721549474811;0,637387387387387;0,696790592648348;1
0;0;0,5;0,500000000000001;1;0,707913669064748;0,5;0,547069271758437;0,499051233396584;1;0,140243902439024;0,3579164114527;1;0,73955773955774;0,423877777947022;1;1;0,873873873873872;0,518255740779586;1
1;0;0,5;0,666666666666668;0,5;0,474820143884892;0,5;0,467140319715808;0,586337760910815;0,531118522878382;0,386178861788617;0,226721228154771;0,719794344473007;0,660933660933661;0,170233507486557;0,867109634551494;1;0,637387387387387;0,561208247473564;1
0;0;1;1;0,5;0,738129496402878;0;0,241563055062168;0,39278937381404;1;0,333333333333333;0,480966468142781;1;1;0,423877777947022;0,800664451827242;1;0,689189189189189;0,799649568747456;1
1;0;0,666666666666667;0,833333333333334;0,5;0,815827338129496;0,5;0,0994671403197169;0,499051233396584;0,531118522878382;0,642276422764227;0,421800268463373;0,359897172236504;0,125307125307126;0,315014241976512;0,867109634551494;0,267511875292702;0,425675675675675;0,518255740779586;1
0,333333333333333;0;0,833333333333334;1;0,5;0,748201438848921;0,5;0,373001776198934;0,675521821631878;0,661849017940836;0,278455284552845;0,421800268463373;0,604113110539845;1;0,315014241976512;1;0,428681340737272;0,801801801801801;0,518255740779586;1
0,333333333333333;0;0,833333333333334;0,500000000000001;0,5;0,782733812949641;0,5;0,589698046181172;0,743833017077799;1;0,278455284552845;0,279241004522174;1;1;0,359065360771351;0,867109634551494;0,428681340737272;0,743243243243242;0,605332971385561;1
0,333333333333333;0;1;1;0,5;0,798561151079138;0,5;0,589698046181172;0,804554079696394;0,849388529200183;0,217479674796747;0,390913948366413;0,491002570694087;0,57985257985258;0,170233507486557;0,679401993355481;0,428681340737272;0,689189189189189;0,476339720888911;1
0;0;0,833333333333334;0,833333333333334;0,25;0,736690647482015;0,5;0,589698046181172;0,743833017077799;1;0,49390243902439;0,480966468142781;0,719794344473007;0,353808353808354;0,315014241976512;0,593023255813953;0,267511875292702;0,477477477477477;0,518255740779586;1
1;0;1;1;0,5;0,861870503597122;0,5;1;0,876660341555976;1;0,140243902439024;0;1;0,660933660933661;0,256431737521134;0,712624584717608;1;0,743243243243242;0,605332971385561;1
0;0;0,5;0,500000000000001;0,5;0,601438848920864;0,5;0,506216696269982;0,586337760910815;1;0,441056910569105;0,480966468142781;0,796915167095115;0,73955773955774;0,256431737521134;0,800664451827242;0,428681340737272;0,637387387387387;0,395222289401923;1
0;0;1;1;0,5;0,736690647482015;0,5;0,632326820603908;0,586337760910815;0,531118522878382;0,386178861788617;0,3579164114527;0,491002570694087;0,660933660933661;0,359065360771351;0,752491694352159;1;0,583333333333333;0,561208247473564;1
0;0;0,833333333333334;0,833333333333334;0,25;0,779856115107915;0,5;1;0,743833017077799;1;0,386178861788617;0,541553177902597;1;0,808353808353808;0,170233507486557;0,679401993355481;0,5721549474811;0,689189189189189;0,745271028959935;1
0;0;1;1;0,25;0,759712230215828;0,5;0,678507992895204;0,876660341555976;1;0,333333333333333;0;0,796915167095115;0,660933660933661;0,394327580691839;0,800664451827242;0,5721549474811;0,637387387387387;0,605332971385561;1
0;0;1;1;0,5;0,910791366906475;0,5;0,678507992895204;0,876660341555976;1;0,386178861788617;0,3579164114527;0,876606683804627;0,882063882063883;0,256431737521134;1;0,5721549474811;0,637387387387387;0,650531199486692;1
0;0;1;1;0,5;0,610071942446043;0,5;1;0,804554079696394;1;0,217479674796747;0,321465340857259;1;0,57985257985258;0,359065360771351;0,867109634551494;0,428681340737272;0,637387387387387;0,650531199486692;1
0;0;1;1;0,5;0,795683453237411;0,5;0,547069271758437;0,743833017077799;1;0;0,3579164114527;0,604113110539845;0,57985257985258;0,315014241976512;0,800664451827242;0,5721549474811;1;0,518255740779586;1
0;0;1;1;0,5;0,741007194244605;0,5;0,373001776198934;0,586337760910815;1;0,546747967479674;0,421800268463373;0,359897172236504;0;0,315014241976512;0,543189368770764;0,0754331972971176;0,373873873873874;0,395222289401923;1
0;0;1;0,333333333333334;0,25;0,705035971223022;0,5;0,319715808170516;0,580645161290322;0,425566237220151;0,386178861788617;0,480966468142781;0,604113110539845;0,57985257985258;0,311312851289393;0,679401993355481;1;0,684684684684684;0,518255740779586;1
0,333333333333333;0;1;1;0,5;0,802877697841728;0,5;0,433392539964476;0,586337760910815;0,531118522878382;0,386178861788617;0,480966468142781;0,604113110539845;0,353808353808354;0,493518758282432;0,593023255813953;0,267511875292702;0,637387387387387;0,518255740779586;1
0;0;1;0,833333333333334;0,5;0,705035971223022;0,5;0,728241563055063;0,586337760910815;0,661849017940836;0;0,152098836224311;0,604113110539845;0,808353808353808;0;0,800664451827242;1;0,743243243243242;0,605332971385561;1
0,333333333333333;0,333333333333334;0,833333333333334;0,666666666666668;0,5;0,624460431654677;0;0,547069271758437;0,675521821631878;0,849388529200183;0,441056910569105;0,390913948366413;0,796915167095115;0,660933660933661;0,359065360771351;0,619601328903654;0,428681340737272;0,531531531531531;0,561208247473564;1
0;0;0,5;0,500000000000001;0,5;0,605755395683453;0,5;0,301953818827708;0,39278937381404;0,661849017940836;0,441056910569105;0,390913948366413;0,359897172236504;0,125307125307126;0,315014241976512;0,647840531561461;0,0665350906536437;0,477477477477477;0,561208247473564;1
0,333333333333333;0;0,666666666666667;0,500000000000001;0,5;0,660431654676259;0,5;0,589698046181172;1;1;0,140243902439024;0,3579164114527;1;0,808353808353808;0,315014241976512;0,800664451827242;0,267511875292702;0,873873873873872;0,650531199486692;1
0;0;1;0,833333333333334;0,5;0,758273381294964;0,5;1;0,499051233396584;1;0,333333333333333;0,152098836224311;0,796915167095115;0,437346437346437;0,423877777947022;1;0,733023349167057;0,531531531531531;0,561208247473564;1
0;0;1;0,333333333333334;0,5;0,743884892086331;0,5;0,632326820603908;1;1;0,49390243902439;0,45155278693652;0,719794344473007;0,511056511056511;0,359065360771351;0,568106312292359;0,5721549474811;0,425675675675675;0,476339720888911;1
0;0;0,833333333333334;0,833333333333334;0,5;0,643165467625899;0,5;0,589698046181172;0,743833017077799;1;0,441056910569105;0,390913948366413;0,796915167095115;0,660933660933661;0,359065360771351;0,752491694352159;0,428681340737272;0,583333333333333;0,650531199486692;1
0,333333333333333;0;1;1;0,25;0,791366906474821;0,5;0,506216696269982;0,586337760910815;1;0,386178861788617;0,279241004522174;0,604113110539845;0,437346437346437;0,256431737521134;0,593023255813953;0,5721549474811;0,583333333333333;0,561208247473564;1
0;0,333333333333334;0,833333333333334;0,666666666666668;0,5;0,654676258992806;0,5;0,467140319715808;1;1;0,386178861788617;0,5107320188185;0,876606683804627;0,73955773955774;0,449528567729356;0,712624584717608;0,428681340737272;0,583333333333333;0,435324457386819;1
0;0;0,5;0,666666666666668;0,5;0,671942446043166;0,5;0,261101243339254;0,440227703984819;0,531118522878382;0,278455284552845;0,390913948366413;0,719794344473007;0,660933660933661;0,472498514874106;1;1;0,689189189189189;0,395222289401923;1
0,333333333333333;0,666666666666667;1;1;0,5;0,776978417266188;0;0,547069271758437;0,675521821631878;1;0,386178861788617;0,45155278693652;0,604113110539845;0,437346437346437;0,315014241976512;1;0,267511875292702;0,477477477477477;0,561208247473564;1
0,333333333333333;0;0,833333333333334;0,500000000000001;0,5;0,764028776978418;0,5;0,373001776198934;0,876660341555976;0,849388529200183;0,546747967479674;0,45155278693652;0,359897172236504;0,437346437346437;0,423877777947022;0,593023255813953;0,267511875292702;0,373873873873874;0,561208247473564;1
