"ST04Q01";"ST15Q01";"ST19Q01";"misced";"fisced";"CLCUSE1";"ESCS";"FAMSTRUC";"BELONG";"STUDREL";"ATTLNACT";"ATSCHL";"ANXMAT";"FAILMAT";"INSTMOT";"INTMAT";"SMATBEH";"MATHEFF";"MATINTFC";"MATWKETH";"SCMAT";"SUBNORM";"PV1MATH"
0,503125;-1,164375;1,635;-0,895625;-0,8609375;0,6084375;-0,114421875;0,088125;0,313646875;0,739778125;1,1717795;0,132265625;-1,141484375;-0,42416096875;1,11994375;0,800703125;0,57343778125;0,99640625;-0,26837946875;1,2568304375;1,315203125;1,00372021875;1
-0,496875;-1,164375;-0,365;1,104375;1,1390625;-0,3915625;0,855578125;0,088125;0,313646875;0,379778125;0,4808795;1,272265625;-0,611484375;-0,66116096875;-0,38005625;-0,769296875;-0,52586221875;0,70640625;-0,26837946875;-0,4085695625;1,055203125;-1,06537978125;1
0,503125;-0,164375;-0,365;-0,895625;-0,8609375;0,6084375;0,915578125;0,088125;1,093646875;1,439778125;1,1717795;0,132265625;-1,821484375;-0,42416096875;1,59994375;1,120703125;0,37943778125;1,39640625;1,43952053125;1,2568304375;1,315203125;1,00372021875;1
0,503125;-1,164375;-0,365;2,104375;2,1390625;0,6084375;1,085578125;0,088125;2,623646875;2,089778125;1,1717795;0,662265625;-1,441484375;0,49473903125;1,59994375;1,400703125;0,14793778125;0,99640625;1,43952053125;2,5437304375;1,055203125;0,63742021875;1
-0,496875;-0,164375;-0,365;2,104375;-0,8609375;0,6084375;0,905578125;0,088125;-0,906353125;0,739778125;1,1717795;-0,347734375;-0,341484375;0,25823903125;0,80994375;-0,449296875;-0,14126221875;0,26640625;-0,75017946875;0,6577304375;-0,124796875;2,78112021875;1
-0,496875;-1,164375;-0,365;2,104375;2,1390625;1,6084375;1,405578125;0,088125;-0,906353125;-0,090221875;0,0475795;1,272265625;0,878515625;0,25823903125;0,05994375;-0,449296875;-0,52586221875;1,39640625;0,16052053125;-0,5746695625;-0,824796875;-0,06827978125;1
-0,496875;-1,164375;0,635;2,104375;2,1390625;0,6084375;-0,144421875;0,088125;-0,156353125;-0,090221875;0,0475795;-0,347734375;-0,871484375;1,01973903125;1,11994375;0,800703125;1,40103778125;0,70640625;-0,26837946875;0,1152304375;0,585203125;0,63742021875;1
0,503125;1,835625;-0,365;0,104375;2,1390625;-0,3915625;1,305578125;0,088125;2,623646875;1,059778125;1,1717795;1,272265625;-2,511484375;-1,92106096875;1,59994375;2,180703125;0,14793778125;2,19640625;0,64142053125;1,0398304375;1,635203125;1,77152021875;1
-0,496875;-1,164375;-0,365;2,104375;0,1390625;0,6084375;1,065578125;0,088125;-0,376353125;-0,090221875;1,1717795;0,132265625;-0,611484375;-0,19586096875;0,80994375;0,800703125;0,14793778125;0,07640625;-0,26837946875;2,5437304375;0,115203125;-0,06827978125;1
0,503125;-1,164375;-0,365;0,104375;0,1390625;-0,3915625;0,335578125;-0,911875;0,813646875;0,739778125;1,1717795;0,662265625;-0,871484375;-1,92106096875;0,50994375;-0,109296875;0,37943778125;-0,25359375;0,16052053125;1,0398304375;0,815203125;1,37862021875;1
-0,496875;-1,164375;-0,365;-0,895625;2,1390625;0,6084375;1,225578125;0,088125;0,553646875;1,439778125;-0,9791205;-1,057734375;-0,611484375;-0,42416096875;0,05994375;-1,379296875;-0,52586221875;0,70640625;-0,26837946875;0,2954304375;-0,124796875;1,00372021875;1
-0,496875;-1,164375;-0,365;2,104375;1,1390625;0,6084375;1,105578125;0,088125;-0,376353125;0,739778125;0,4808795;0,132265625;-0,341484375;-0,91436096875;0,50994375;0,190703125;-0,14126221875;0,07640625;-0,26837946875;0,2954304375;0,115203125;1,00372021875;1
0,503125;-1,164375;-0,365;1,104375;0,1390625;0,6084375;0,465578125;0,088125;1,413646875;1,439778125;1,1717795;0,132265625;-1,441484375;0,02983903125;1,59994375;2,180703125;-1,09176221875;1,39640625;0,16052053125;1,0398304375;1,315203125;2,78112021875;1
0,503125;-0,164375;-0,365;2,104375;1,1390625;0,6084375;0,995578125;0,088125;-0,566353125;-0,090221875;-0,9791205;-1,057734375;-0,611484375;-0,91436096875;0,05994375;0,800703125;-0,14126221875;0,46640625;1,43952053125;1,2568304375;0,585203125;0,27982021875;1
0,503125;-0,164375;-0,365;0,104375;1,1390625;0,6084375;1,085578125;0,088125;0,073646875;-0,090221875;0,0475795;-0,347734375;-1,141484375;-0,66116096875;0,05994375;0,190703125;-0,14126221875;0,26640625;0,16052053125;1,5151304375;0,815203125;-0,74037978125;1
0,503125;-0,164375;-0,365;-0,895625;-0,8609375;0,6084375;0,335578125;0,088125;1,833646875;1,059778125;1,1717795;2,242265625;-1,821484375;0,25823903125;1,59994375;1,400703125;1,03063778125;2,19640625;1,43952053125;1,8659304375;2,195203125;1,37862021875;1
0,503125;-0,164375;-0,365;1,104375;0,1390625;0,6084375;0,425578125;-0,911875;-0,566353125;-0,090221875;-0,9791205;-0,347734375;0,178515625;-0,19586096875;0,05994375;-0,449296875;0,37943778125;0,99640625;0,64142053125;0,1152304375;-0,354796875;0,27982021875;1
0,503125;-0,164375;-0,365;1,104375;2,1390625;0,6084375;1,275578125;0,088125;-0,156353125;1,059778125;0,0475795;-0,347734375;-2,511484375;0,49473903125;0,80994375;1,700703125;0,89263778125;0,46640625;-0,26837946875;1,2568304375;2,195203125;1,00372021875;1
-0,496875;-1,164375;-0,365;2,104375;2,1390625;0,6084375;1,385578125;0,088125;-0,156353125;0,379778125;0,0475795;-1,567734375;-0,081484375;-0,66116096875;-2,29005625;-1,889296875;-1,09176221875;2,19640625;-1,54987946875;-1,0534695625;0,345203125;0,27982021875;1
0,503125;-1,164375;-0,365;2,104375;2,1390625;0,6084375;1,515578125;0,088125;0,313646875;0,379778125;-0,9791205;0,132265625;-2,511484375;-0,91436096875;1,11994375;0,800703125;1,15963778125;2,19640625;0,16052053125;-0,0630695625;1,635203125;0,63742021875;1
-0,496875;-1,164375;-0,365;-0,895625;-0,8609375;0,6084375;0,125578125;0,088125;-0,376353125;1,439778125;0,0475795;0,662265625;-0,871484375;-1,19406096875;-0,66005625;-1,379296875;0,37943778125;-0,25359375;-0,26837946875;-0,0630695625;-0,124796875;-0,40797978125;1
0,503125;-1,164375;1,635;1,104375;0,1390625;0,6084375;0,075578125;-0,911875;-0,156353125;-0,090221875;-0,9791205;0,662265625;-0,611484375;0,25823903125;0,80994375;-0,769296875;0,37943778125;0,07640625;-0,26837946875;-0,0630695625;0,585203125;-0,40797978125;1
0,503125;-1,164375;-0,365;2,104375;1,1390625;0,6084375;1,545578125;0,088125;0,553646875;1,059778125;1,1717795;1,272265625;-1,821484375;-1,92106096875;0,50994375;0,800703125;0,57343778125;0,99640625;-0,26837946875;1,5151304375;0,815203125;0,27982021875;1
0,503125;-1,164375;-0,365;2,104375;1,1390625;0,6084375;0,955578125;0,088125;-0,376353125;-0,090221875;1,1717795;1,272265625;-0,871484375;-0,19586096875;0,05994375;0,800703125;0,57343778125;0,46640625;1,43952053125;1,0398304375;0,815203125;1,37862021875;1
0,503125;-1,164375;-0,365;-0,895625;2,1390625;0,6084375;1,275578125;0,088125;0,553646875;0,379778125;1,1717795;0,132265625;-1,141484375;-1,92106096875;1,11994375;0,470703125;0,14793778125;0,99640625;0,16052053125;0,4760304375;0,585203125;1,37862021875;1
0,503125;-1,164375;-0,365;-0,895625;-0,8609375;2,6084375;0,735578125;0,088125;0,073646875;-0,550221875;1,1717795;1,272265625;-1,821484375;-0,91436096875;1,59994375;1,120703125;0,57343778125;2,19640625;1,43952053125;1,2568304375;1,635203125;-0,06827978125;1
0,503125;1,835625;-0,365;-0,895625;0,1390625;0,6084375;-0,884421875;0,088125;-0,376353125;-0,090221875;-0,9791205;0,132265625;-0,611484375;-1,92106096875;0,50994375;0,800703125;-1,09176221875;1,39640625;1,43952053125;-0,2380695625;0,585203125;0,27982021875;1
-0,496875;-1,164375;-0,365;2,104375;2,1390625;0,6084375;0,945578125;-0,911875;-1,646353125;-1,110221875;1,1717795;-0,347734375;-0,871484375;0,02983903125;1,59994375;2,180703125;0,57343778125;0,99640625;1,43952053125;1,2568304375;0,815203125;2,21222021875;1
0,503125;1,835625;-0,365;0,104375;1,1390625;0,6084375;1,485578125;0,088125;-2,446353125;-0,550221875;-0,9791205;-0,747734375;0,648515625;-0,42416096875;-0,89005625;-1,379296875;-0,14126221875;1,39640625;-0,75017946875;0,1152304375;-0,354796875;-0,06827978125;1
0,503125;-0,164375;-0,365;1,104375;2,1390625;0,6084375;1,015578125;0,088125;-0,906353125;0,379778125;-0,3794205;-1,327734375;-1,141484375;-0,42416096875;0,05994375;2,180703125;-0,14126221875;2,19640625;-0,26837946875;-0,0630695625;1,315203125;-0,06827978125;1
0,503125;-0,164375;-0,365;1,104375;-0,8609375;0,6084375;1,255578125;0,088125;0,313646875;0,739778125;1,1717795;-0,747734375;-1,141484375;-1,51806096875;1,59994375;2,180703125;0,14793778125;1,39640625;-0,26837946875;2,5437304375;1,055203125;0,63742021875;1
0,503125;-0,164375;-0,365;2,104375;2,1390625;0,6084375;1,365578125;0,088125;0,313646875;1,059778125;0,4808795;0,662265625;-1,441484375;-0,66116096875;-0,38005625;0,470703125;-1,09176221875;0,26640625;-0,26837946875;-0,2380695625;0,815203125;-0,40797978125;1
-0,496875;-1,164375;-0,365;1,104375;1,1390625;-0,3915625;0,935578125;0,088125;0,313646875;0,739778125;1,1717795;1,272265625;-0,081484375;0,02983903125;0,50994375;-0,449296875;-0,14126221875;-0,25359375;-0,75017946875;0,6577304375;-0,124796875;-0,06827978125;1
0,503125;1,835625;-0,365;2,104375;2,1390625;0,6084375;1,805578125;0,088125;2,623646875;1,439778125;1,1717795;1,272265625;-1,821484375;-3,66076096875;1,59994375;0,800703125;-0,52586221875;0,46640625;1,43952053125;-0,7370695625;1,055203125;0,63742021875;1
-0,496875;-1,164375;-0,365;-0,895625;-0,8609375;0,6084375;-0,00442187500000001;0,088125;-0,156353125;-0,090221875;1,1717795;0,132265625;-0,341484375;0,02983903125;0,80994375;1,120703125;-0,52586221875;0,99640625;-0,26837946875;-0,2380695625;0,585203125;-1,06537978125;1
0,503125;-1,164375;-0,365;2,104375;2,1390625;0,6084375;0,935578125;0,088125;0,553646875;-0,090221875;-0,9791205;0,132265625;-0,611484375;-0,91436096875;-0,38005625;0,800703125;0,14793778125;0,70640625;1,43952053125;0,1152304375;0,345203125;0,27982021875;1
0,503125;-1,164375;-0,365;1,104375;1,1390625;-0,3915625;1,235578125;0,088125;2,623646875;0,739778125;1,1717795;-0,347734375;-0,611484375;0,49473903125;1,59994375;1,400703125;-1,09176221875;0,26640625;0,16052053125;1,8659304375;0,815203125;1,77152021875;1
0,503125;-1,164375;-0,365;2,104375;2,1390625;-0,3915625;1,095578125;0,088125;0,813646875;1,439778125;1,1717795;0,132265625;-0,871484375;-3,66076096875;0,80994375;0,800703125;0,37943778125;0,99640625;0,16052053125;-1,0534695625;0,585203125;0,63742021875;1
-0,496875;-1,164375;-0,365;2,104375;2,1390625;0,6084375;2,145578125;0,088125;0,813646875;1,439778125;1,1717795;2,242265625;-0,611484375;-0,91436096875;1,11994375;1,700703125;-0,52586221875;2,19640625;0,16052053125;1,2568304375;0,585203125;1,00372021875;1
0,503125;-1,164375;-0,365;2,104375;2,1390625;0,6084375;0,055578125;0,088125;2,623646875;1,059778125;1,1717795;1,272265625;-1,441484375;-1,19406096875;1,59994375;0,470703125;0,14793778125;1,39640625;-0,26837946875;0,4760304375;0,585203125;1,00372021875;1
